instance,-40,-30,-20,-10,-5,-2,-1,1,2,5,10,20,30,40,best_k
0,2.9317,5.4671,6.0879,22.9225,240.5899,45.3726,253.6065,41.4241,243.8441,17.4692,2.184,0.9444,0.5777,0.5777,30
1,4.6569,5.9596,8.2792,19.4262,228.5027,39.0736,240.778,34.0576,235.9045,17.0467,1.7033,0.6373,0.5169,0.5169,30
2,1.7287,3.6167,10.5834,19.0822,225.3108,54.5486,259.9307,49.2415,256.6621,21.7062,1.4388,0.8981,0.65,0.9549,30
3,2.9154,10.6177,18.4115,28.05,254.2799,57.5479,263.8379,44.5785,242.7964,22.0409,0.6953,0.6953,0.6953,0.6953,20
4,2.3272,4.6451,7.1562,16.4084,245.3863,42.5617,253.7488,29.9278,238.4609,15.9008,0.9123,0.8878,0.7288,0.6059,40
5,2.1076,4.5038,10.5867,21.2353,244.306,53.422,247.9436,35.7713,237.899,13.0398,0.4263,0.4263,0.4263,0.4263,20
6,5.3001,7.6627,10.4489,21.84,266.8409,39.2401,269.3421,38.7804,255.577,20.2614,1.8351,0.6013,0.6013,0.6013,20
7,2.809,6.6042,14.1871,20.5164,248.5471,44.5085,255.233,32.1742,237.6127,15.6113,1.539,1.0129,0.463,0.463,30
8,4.0255,6.667,12.4691,34.8555,222.3405,62.6156,277.5862,46.4861,254.5086,16.6983,2.1002,1.5594,0.776,1.0505,30
9,2.6317,3.2705,7.3222,18.8414,252.504,51.7983,272.0302,32.5843,253.2879,13.9515,0.5267,0.3464,0.3464,0.3464,20
10,3.9662,5.5676,13.5819,30.3021,240.4535,58.7841,262.0519,38.1517,250.5515,19.5095,1.8753,1.1667,0.3371,0.4114,30
11,3.4048,4.1162,12.107,19.6257,225.2513,45.6357,248.0881,33.6051,230.4157,11.7022,1.9575,1.4239,1.606,1.0474,40
12,3.5691,7.383,10.8225,21.8819,257.2223,51.8643,269.5168,39.1038,259.3244,12.0802,2.7654,1.9771,1.0295,1.0295,30
13,3.5624,8.5614,18.6818,27.6851,233.4871,58.0003,255.5276,31.4676,246.9712,15.6806,1.1121,0.7044,0.3817,0.3817,30
14,2.4484,4.7492,12.812,21.0645,261.4281,65.8533,275.7431,39.0933,258.5049,14.7661,1.0562,1.0197,1.0197,1.0197,40
