instance,-40,-30,-20,-10,-5,-2,-1,1,2,5,10,20,30,40,lkh_cost,best_k
0,1.72439,1.774829,1.765051,1.828278,4.905852,2.164547,5.057291,2.187425,4.851594,1.872193,1.733467,1.729362,1.72667,1.72667,1.716446,-40
1,1.644329,1.659469,1.727623,1.79951,4.676948,2.257059,4.952121,2.113909,4.386684,1.782711,1.595735,1.593399,1.593399,1.589689,1.588282,40
2,1.758048,1.778686,1.802129,1.954162,5.02177,2.365958,5.535151,2.229374,5.361053,1.950748,1.744089,1.754528,1.757814,1.752306,1.740016,10
3,1.640716,1.674377,1.678349,1.813618,4.61639,2.1242,4.845813,1.981037,4.289258,1.788701,1.606937,1.620382,1.614919,1.610707,1.602808,10
4,1.552629,1.621752,1.601592,1.761405,4.288856,2.034725,4.534223,2.014146,4.567646,1.662649,1.529532,1.515653,1.515653,1.515653,1.514777,20
5,1.551563,1.551563,1.609504,1.722798,4.097036,1.977605,4.594416,1.882816,4.330083,1.648386,1.554304,1.559448,1.556015,1.563337,1.540912,-40
6,1.62329,1.662617,1.692974,1.847542,4.610777,2.210672,5.067638,2.033916,4.92523,1.824449,1.607657,1.606849,1.606849,1.606849,1.597726,20
7,1.307841,1.307841,1.352046,1.403223,3.585641,1.700355,4.459018,1.592617,4.116649,1.436378,1.295999,1.307125,1.307841,1.307841,1.290063,10
8,1.605094,1.622467,1.740603,1.829638,3.966443,2.156287,4.821663,2.131914,4.43281,1.814726,1.594549,1.594549,1.594549,1.594377,1.594377,40
9,1.613821,1.599702,1.642935,1.802177,4.850924,2.106441,5.1097,2.106402,4.258999,1.712905,1.587961,1.587961,1.587961,1.587961,1.583613,20
10,1.616179,1.621536,1.720658,1.790811,4.58731,2.22397,4.776598,2.074976,4.337319,1.824109,1.619371,1.624452,1.619565,1.614179,1.610598,40
11,1.318321,1.350352,1.393112,1.491778,3.676282,1.758386,4.267874,1.674643,3.96142,1.441246,1.306895,1.303332,1.303332,1.303332,1.303332,20
12,1.526174,1.520948,1.578796,1.657881,3.823126,1.944404,4.770049,1.967272,4.499216,1.615647,1.501788,1.495326,1.495326,1.495326,1.492725,20
13,1.634847,1.637671,1.690871,1.791081,4.241978,2.127017,5.015655,1.986913,4.56397,1.663329,1.615649,1.612644,1.612644,1.612644,1.606047,20
14,1.223524,1.252097,1.258743,1.374616,3.076161,1.488163,3.740721,1.457482,3.548352,1.28892,1.204767,1.208354,1.221563,1.206867,1.199281,10
15,1.574974,1.632898,1.666882,1.788877,4.562503,2.127146,5.057036,2.003554,4.358933,1.820205,1.574974,1.574974,1.574974,1.574974,1.573446,20
16,1.706047,1.687522,1.744803,1.837117,4.256082,2.227235,4.731374,1.993357,4.471593,1.885179,1.660067,1.662414,1.671778,1.669165,1.659711,10
17,1.658546,1.664006,1.737944,1.74204,4.689468,1.981442,4.866479,1.916288,4.420477,1.729773,1.61751,1.617014,1.617014,1.617014,1.616187,20
18,1.461775,1.47353,1.520234,1.610533,4.335862,1.876194,4.712754,1.673432,4.238815,1.519527,1.440704,1.440704,1.440704,1.440704,1.425818,20
19,1.64451,1.647899,1.689277,1.776621,4.230072,2.192244,4.722672,1.99661,4.474344,1.754856,1.641232,1.632358,1.632358,1.632358,1.631681,30
20,1.598005,1.619475,1.67866,1.740031,4.059773,1.996028,4.726719,1.835333,4.421222,1.729407,1.590436,1.590436,1.593884,1.593884,1.589277,20
21,1.53423,1.561947,1.579961,1.660154,4.306712,1.911284,4.506851,1.786243,4.195044,1.675762,1.54634,1.530392,1.541332,1.540175,1.487003,20
22,1.857525,1.873518,1.95787,2.057109,4.898256,2.300962,4.99008,2.276605,4.604444,1.956811,1.858323,1.860657,1.861075,1.847752,1.839002,40
23,1.599668,1.596571,1.62515,1.749375,4.766498,2.028834,4.677448,1.786193,4.378895,1.729938,1.563846,1.546724,1.555458,1.55147,1.541306,20
24,1.518671,1.531969,1.536086,1.668706,3.73694,1.953765,4.84337,1.759228,4.425636,1.6661,1.506633,1.50856,1.499474,1.513577,1.494457,30
25,1.496482,1.493667,1.55667,1.684541,4.397711,2.031322,4.642226,1.883908,4.421244,1.65982,1.495333,1.495333,1.46785,1.46785,1.46785,30
26,1.553364,1.58877,1.623095,1.740853,4.172194,1.983045,4.795996,1.797937,4.514455,1.632028,1.540934,1.529151,1.528637,1.528637,1.524776,30
27,1.60169,1.609502,1.665509,1.739011,4.658844,2.257198,4.891777,1.980462,4.600495,1.767022,1.601195,1.597227,1.60169,1.60169,1.589871,20
28,1.485861,1.51892,1.522231,1.596194,4.287534,1.737098,4.59151,1.677548,4.292484,1.573674,1.456082,1.456082,1.456082,1.448748,1.448748,40
29,1.695081,1.765869,1.805354,1.984274,4.722533,2.279912,5.162198,2.191992,4.919307,2.00012,1.660539,1.660313,1.660313,1.660313,1.655441,20
